lunyoro,english,domain,pos,letter
faaza,priest of the Roman Catholic Church or Orthodox Church,General,noun,F
fene,jack fruit,General,noun,F
fiifiifi,completely full,General,noun,F
fiizi,school fees,Education And Learning,noun,F
foomu,form,General,noun,F
furungu,a type of cloth material that has stripes not of any other colour but stripes with the plain colour of the material itself,General,noun,F
furuweero,free wheel,General,noun,F
fuuti,a unit used for measuring length,General,noun,F
gaaju,brown cow,Common Animals,noun,G
gaali,train,General,noun,G
gaarra,"to return, put back, recompense, restore toits place",General,verb,G
gaasa,to flatten dead meat,General,verb,G
gaasi,pith of papyrus,General,noun,G
gaaya,"to walk slowly and feebly, saunter, loseone's strength",General,verb,G
gaba,to come into breasts (milk),General,verb,G
gabaituka,to walk hurriedly and sorrowfully,General,verb,G
gabana,"to distribute among selves, share out, get shares",General,verb,G
gabisa,to have plenty of milk in the udder or breasts,General,verb,G
gabuka,to come to the house of a bride groom and get married,General,verb,G
gabura,to marry,General,verb,G
gada,"to pine away, languish, suffer",General,verb,G
gadlsa,to torment,General,verb,G
gadya,"to trouble, worry, bother, afflict",General,verb,G
gagara,to decorate house for a wedding;surround,General,verb,G
gabiiraba,crested eagle,Common Animals,noun,G
gaigai,"intensive with verbs of walking, talking (=fast)",General,noun,G
gaita,"join together, add, spell (words); pay damages for libel",General,noun,G
gaituurra,"to spell letters or syllables, pronounce",General,verb,G
galiba,"to become wide, widen",General,verb,G
galihire,"wide, thick",General,noun,G
galihya,"to make wide, widen, broaden",General,verb,G
galika,to open wide,General,verb,G
gamba,"to speak, say",General,verb,G
gambiirra,"to exhort, warn, say something on behalf of someone",General,verb,G
gambira,"to tell or say to; gambira haig11ro, cryaloud",General,verb,G
gambirana,to tell one another,General,verb,G
gambisibwa,to talk nonsense,General,verb,G
gana,to sing tales,General,verb,G
ganagana,"to grow large, to spread, branch freely,grow busby, spread out, bring forth(fruit, leave), increase in riches",General,verb,G
gandaara,"to rest after meals, take a siesta;prepare for a charge (bulls)",General,verb,G
ganga,"to spread, grow (e.g. branches); be under hardship",General,verb,G
gangakya,(pf. -gangahize),General,noun,G
gangaara,"to go astray, leave home (as dis obedient child); be mad",General,verb,G
gangabuka,to talk fast and loudly,General,verb,G
gangaijuka,to walk along weeping towards place where a relative has died· run along lowing (cattle),Common Animals,verb,G
gangalika,to throw out. throw about,General,verb,G
gangama,to have celebro-spinal-meningitis,General,verb,G
gangamuka,"to speak without thinking, talk nonsense and noisily, make a fuss, be annoyed",General,verb,G
gangisa,"to treat cruelly, torture",General,verb,G
gangura,"to beat, flog",General,verb,G
ganikya,tell stories,General,noun,G
gaoja,be in favour,General,verb,G
ganya,"to be sorrowful, be troubled for a fault lament",General,verb,G
ganyira,"to pity, forgive, have mercy on, exempt from",General,verb,G
ganyisa,to cause grief,General,verb,G
garaamiirra,throw the head back,General,verb,G
garaata,"to walk or talk idly, drawl",General,verb,G
garagara,to mourn for the dead; be ill for a long time,General,verb,G
garagaza,to cause to mourn; nurse a sick person for a long time,Health & Medicine,verb,G
garaiha,"to sit lazily, be idle",General,verb,G
garama,"to Iie on the back, lie flat, be at ease",General,verb,G
garamya,"to tilt backwards , make one lie on the back",General,verb,G
garangatana,"to clash together, clatter",General,verb,G
garuka,to return; as auxiliary,General,verb,G
garukamu,"answer, reply, do again",General,verb,G
garukira,"to keep on doing (of illness), relapse;come to an end, stop at; g. aho, end there",General,verb,G
garukiza,to accompany someone and stop at,General,verb,G
garuliza,to do over again,General,verb,G
garuuk,"to return the same day; grow slack, be backward",General,verb,G
garuukiirrana,"to keep on returning,do repeatedly, mend fences",General,verb,G
garuurra,to bring back to (or for); recompense,General,verb,G
gasa,small tiger-fish,Common Animals,noun,G
gasani,tomb of King,Governance And Administration,noun,G
gasira,"to be worth to, be good for",General,verb,G
gaya,to despise,General,verb,G
gayaara,"to dawdle, loiter",General,verb,G
gazihya,to widen,General,verb,G
gegeerra,to carry in the arms,General,verb,G
gegena,"to cry (child), be fretful",General,verb,G
gegya,"to come unwanted, bring something unexpected",General,verb,G
gejageja,"to persuade by unfair means, fool",General,verb,G
gema,to immunize,General,verb,G
gemba,to shave,General,verb,G
gemura,"to send or take food or any thing eatable to someone's home, present or offer by taking to",General,verb,G
genda,"to go,depart, walk",General,verb,G
gendeerra,"to do intentionally, go with purpose of; slowly slip or slide out of position",General,verb,G
gendekeerra,to go for good; keep on doing,General,verb,G
gendesa,"make to go, drive",General,verb,G
genya,"to frown, be wrinkled",General,verb,G
gera,to flow become weak; rot (plantains),General,verb,G
gereerra,"ooze, trickle",General,noun,G
gereka,to place on top of; return more,General,verb,G
gerekera,to bring forth first leaves (beans),General,verb,G
gerckerana,to pile one on top of another; be piled up,General,verb,G
gesa,"to reap, harvest",General,verb,G
geya,"to backbite, slander, gossip about",General,verb,G
gczihara,to become wise,General,verb,G
giga,"to cut round, eaten off and all around",General,verb,G
gimba,"to row, punt, propel (boat)",General,verb,G
gira,"to do, act etc",General,verb,G
giza,to cause to do,General,verb,G
goba,"to gain profit, sell and make profit",General,verb,G
gobamu,"to make profit out of, gain = goba",General,verb,G
gobeka,"to mate with (female dog, cat, etc.)",Common Animals,verb,G
gobeza,"to defraud , betray",General,verb,G
goboorra,to double one's profit,General,verb,G
gobya,to act hypocritically,General,verb,G
goda,to bend curve,General,verb,G
godya,to walk with difficulty,General,verb,G
gogereza,supplement on what has already been talked about,General,noun,G
gogolekaoa,to clatter (as gourdsknocking together),General,verb,G
gogoma,"to lean over, bend (as a tree), fall with a crash",General,verb,G
gogoro,talk through the nose,General,verb,G
goma,"to meet together, form a group, stand still",General,verb,G
gomboorra,"court house, petty court; sub couq,ty",General,noun,G
gomeza,"to make to stand at, moor (boat)",General,verb,G
gomoka,"to grow fat, be luxuriant",General,verb,G
gona,"to snore, purr",General,verb,G
gondesa,to make to love,General,verb,G
gondesangana,to make one to love another,General,verb,G
gondeza,"to love or choose for another, make choice for, make preference for another,wish for",General,verb,G
gondora,to dance vigorously,General,verb,G
gongonoka,"to become feeble, be emaciated; become rotten",General,verb,G
gongoorra,to strip,General,verb,G
gonza,"to love, prefer",General,verb,G
gooba,"to interlace (e.g. reeds), bind round ,encircle",General,verb,G
goofu,golf,General,noun,G
gooka,"to be maimed, have a blemish, be out of favour",General,verb,G
gooleekwa,to be good for nothing,General,verb,G
goonya,"to lodge, sleep one night on a journey",Tourism,verb,G
goora,"to maim, damage, disparage",General,verb,G
gooro,goal,General,noun,G
gooroobya,terminate,General,noun,G
goorrooka,"to be stretched out, get straight",General,verb,G
goro,"spiecies of edible termite, the ant-hill in which they stay",Common Animals,noun,G
goromoka,"to go right away for good, fall in danger",General,verb,G
goromora,"to take or send far away, exile, get rid of, put into great danger",General,verb,G
gorooba,to decline (sun),General,verb,G
gosa,to mount,General,verb,G
gota,"to fall upon, attack, surround, besiege",General,verb,G
goya,"to paddle a canoe; mix, stir together",General,verb,G
gu ba,to be very grubby,General,verb,G
gu girirwa,experiencing or having pain between the rectum and anus while excreting,General,noun,G
gugumuka,"to be scared off, go off with a rush, stampede",General,verb,G
gugumura,"to cause panic, be scared off, go off with a rush or stampede",General,verb,G
guguna,to gnaw,General,verb,G
guha,to fetch (fire),General,verb,G
gujura,to gobble,General,verb,G
gulika,to be piled up,General,verb,G
gulikuurrra,remove a spell,General,noun,G
guliza,to sell for another,General,verb,G
guma,"be hard, firm, steady, patient, keep on, be alive, be fit",General,verb,G
gu mba,barren,General,noun,G
gumirirwa,constipation,General,noun,G
gungumara,"to be sorrowful, be lonely, wait in vain",General,verb,G
gunguru,"tema gunguru, utter,slander about",General,noun,G
gunguuza,"to go off by oneself, be independent,rebellious",General,verb,G
gunura,"to stare at, gaze fixedly at",General,verb,G
gura,"to buy, sell; be worth, be sold for",General,verb,G
guruba,"to run or dance heavily by pounding with the feet, stamp, gallop",General,verb,G
guruka,"to jump , pass over",General,verb,G
gurukibwa,"to miss, fail to get, beomitted",General,verb,G
guruklza,to drive away flies from (cow) when being milked,Common Animals,verb,G
gurukyagurukya,"to be doubtful,waver, hesitate",General,verb,G
gurumbuka,to go all together,General,verb,G
gurusa,to grow old (people),General,verb,G
gurusi,old males,General,noun,G
gusuka,"to be splintered, chipped",General,verb,G
guurruuma,"to mutter, mumble;grow very slowly, be stunted (child);have bubbles m stomach",General,verb,G
guza,"to make to buy, sell to",General,verb,G
gwa,to fall,General,verb,G
gwaga,to become immoral,General,verb,G
gwagahara,"to become foolish (bad sense), become immoral",General,verb,G
gwagwana,"to quieten down, cool down, relax",General,verb,G
gwagwahara,to be filthy immoral,General,verb,G
gwera,"to fall upon , jump upon a person and get hold of bim/her, lie in, wait for",General,verb,G
gwerekeerra,"to fall down dead; welcome hearti ly, rejoice over",General,verb,G
gwerekererwa,to be susceptible,General,verb,G
gwereza,to take on board,General,verb,G
gwerra,to start to cross a swamp or river,General,verb,G
gwerwa,"to be cast down, be sad,morose",General,verb,G
gweta,"to choose the heir, bequeath",General,verb,G
gwibwa,"finally succumb to advice, be satisfied after getting proof or realising",General,noun,G
gwija,to behave fool ishly,General,verb,G
gwijagira,to sleep,General,verb,G
gwisa,"to cause to fall, drop; finish digging the intended part, bear fruit (only plantain)",General,verb,G
gwisaniza,to take by surprise,General,verb,G
gya,to go,General,verb,G
gai gai,with energy,General,noun,G
gaarubindi,"spectacles, sun glasses",General,noun,G
gaarucura,"type of banana with fairly long and large fruits good for cooking go pron it, itself",General,noun,G
gafabusa,use your knowledge wisley,General,verb,G
gonja,plantain,General,noun,G
goona,all of them,General,noun,G
gufu,short,General,noun,G
gundu,"big, large",General,noun,G
gwo,"it, itself, in itself",General,noun,G
gwomwa,"probably, may be, from",General,noun,G
gwona,"all, all of it",General,noun,G
iba,"to steal, rob",General,verb,I
iba,husband,General,noun,I
ibaaga,scrap of meat given to flayer,General,noun,I
ibaagiro,"slaughter house, abatoir; operating theatre(medical)",General,noun,I
ibaale,"stone,school slate",General,noun,I
ibabi,leaf,General,noun,I
ibabo,their husband,General,noun,I
ibainywe,your husband,General,noun,I
ibaltwe,our husband,General,noun,I
ibaiziro,carpenter's shop,General,noun,I
ibamba,"spotted cow, sheep, hen, etc. land between swamps",Common Animals,noun,I
ibandiro,place where diviners (embandwa) are possessed,General,noun,I
ibanja,debt,General,noun,I
ibanyowe,my husband,General,noun,I
ibara,"name, spot",General,noun,I
ibatirizo,font,General,noun,I
ibbaate,"iron sheet, tin, corrugated iron",General,noun,I
ibbango,hump,General,noun,I
ibbano,"person or thing that causes a sensation (being out of the ordinary); waterspout; speak with great force or eloquence, do a very important thing",General,noun,I
ibebe,kestrel,General,noun,I
ibeere,breast;head of maize; one plantain,General,noun,I
ibega,back shoulder; (gen. in the plural),General,noun,I
ibenga,load done up in fibre or grass,General,noun,I
ibika,"to dip, soak in water; put into danger, get into trouble",General,verb,I
ibiogo,reed (orubingo is more commonly used),General,noun,I
ibira,"to dive, sink into water",General,verb,I
ibiza,"to cause to dive, immerse",General,verb,I
iboga,young millet (oburo) about an inch or so high,General,noun,I
ibohoorra,sub county see Egomboorra,General,noun,I
ibooe,"door handle, knob; a fruit resemblin engusuuru used for cleaning milk pots and as a cough medicine for children",Health & Medicine,noun,I
ibubura,to rinse in clean water,General,verb,I
