source,english
training_tagged,"to bring up, rear a young dog until it is fully grown"
training_tagged,it is good to be obedient to our leaders
training_tagged,"to oppress, order about· to be selfish"
training_tagged,"to omit, absent, pass over"
training_tagged,warm oneself at a fire
training_tagged,bask onesel f in morning sun
training_tagged,the warmth of the early morning sun finds me in side the house
training_tagged,"to scent (barkcloth, blank t, e re"
training_tagged,"otujuma otu amizire 11itwo fllmugwij agiize, the Little pills he/she has swallowed are the ones that have made him/her sleep"
training_tagged,"owa Bimbona taizire, it is the child of Rusokc that has come, that one of Bimbona has not come"
training_tagged,"n., cl.I, (pl. boomuruganda, a-)"
training_tagged,"to desire, long for, hanker after (esp"
training_tagged,"rush offin a panic, dash off or out"
training_tagged,"bihoiremu paapai, they are a ll finished (used by or to c hildren)"
training_tagged,he has patched the whole of his pair of shorts
training_tagged,"to work for wages, or any valuable thing, toil"
training_tagged,the head of the household went to work for a wage
training_tagged,the head of a family works to earn a living for his family
training_tagged,"to chatter, speak carelessly, mara obu kupaipya ati kiki? why does she speak so carelessly?"
training_tagged,"to flicker, palpitate, walk very fast"
training_tagged,", to flap wings, flutter"
training_tagged,"(of a chicken that dies of injuries inflicted on it by animal or bird of prey), l found it still flapping its wings"
training_tagged,a chicken flaps its wi
training_tagged,"Sahara irungu peregecu, Sahara is a dry desert"
training_tagged,our place is very dry.
training_tagged,"inflate the ball, bicycle tyre"
training_tagged,"ideo, sound produced by the felling of a dry tree"
training_tagged,that is chronic ulcer that does not get cured
training_tagged,"the night is extremely dark poositoofiisi, n. cl. 9, (pl. same or zaapoositoofiisi)"
training_tagged,"a/ikugwamu puku, he/ she will visit you unexpectedly"
training_tagged,"liquid), gush out, to be poured out of container with narrow mouth."
training_tagged,the hen has been plucked off it's featbers
training_tagged,"they will always ea t spinach. The last a is dropped if t verb stem begins with i, e.g. ija"
training_tagged,"cry foul, to shout continuous ly, make a noise, talk lou dly"
training_tagged,"to invite for feast, work etc"
training_tagged,"to pass the night, dwell"
training_tagged,llive on water like a bird (/ have nofood)
training_tagged,"to take gift to a superior or to both a bride or a bridegroom, passform, rabukwa, ku-, oku- (pf"
training_tagged,beans have to blossom before they bear fruits.
training_tagged,to bid good-bye to bid farewell
training_tagged,"lo promise, covenant with (not necessarily mitu a"
training_tagged,he/she undertook to buy him a suit
training_tagged,he/she has been promised to be appointed a chief.
training_tagged,"leaves of this tree have dropped. ragalikya, ku-, oku-.v.c., (pf -ragalikize)"
training_tagged,leaves drop about due to dry
training_tagged,"the tattered clothes of 322 obwesigwa, if you procrastinate many times what you promise d to do, people eventually witlldraw their confidence in you."
training_tagged,"to dust, wipe away, erase"
training_tagged,"point out, o rder for 1he service you want"
training_tagged,"to prophesy, divine, consult, augury"
training_tagged,brick and tiler. house s were prophesised by our ancestors
training_tagged,"to consult oracles, enquire of (divining with doctor or diviner), ediini ya Kristo neetanga kuraguza, Christainity forbids making enquiries from diviners (augury)"
training_tagged,"to sound (a larm, drum), enduuru ekaraha rutakabyamire, the alarm sounded before we went to bed"
training_tagged,to search like a hen
training_tagged,a hen scratches for its chicks
training_tagged,to search and collect edible grasshoppers in grass
training_tagged,"(of the King of Tooro and Bunyoro), to lie on bed"
training_tagged,the King lies on his bed.
training_tagged,"to pant, be out of breath, be parched with thirst"
training_tagged,to cut wood and leave it on the ground to dry for some use
training_tagged,they have stolen the WOOd he cut for use as firewood
training_tagged,"to make campaign, go to war, go on a pilgrimage"
training_tagged,"to stick, cling, be hard to move"
training_tagged,to make lame or crooked
training_tagged,"to lay along the ground, place horizontally"
training_tagged,"to inspect, go round the place to see what is there"
training_tagged,greet the people at home for me
training_tagged,"to value, fix a price, adjudicate, bargain, judge, appease, intervene to stop fighting"
training_tagged,he/she is a person who will not be stopped when fighting.
training_tagged,"to bargain with, ask the price"
training_tagged,nothing is bought without bargaining for it.
training_tagged,"to pay homage to a superior, worship, prform, ramfr"
training_tagged,God is wors hipped by all people.
training_tagged,"to climb, spread, run a long (e"
training_tagged,to waste one's time visiting
training_tagged,to serve (used of femaJe serva nts of King's household)
training_tagged,to bind a long bundle
training_tagged,the sun has made his/her timber crack
training_tagged,the timber has cracked because of being left under the sun.
training_tagged,to scatter in all directions
training_tagged,"to be loose, insecure, wobble, be fragi le"
training_tagged,the loosely tied luggage on the bicycle fe ll down
training_tagged,to strike o n the cheek
training_tagged,his/her grandmother struck her on the cheek for telltaling
training_tagged,a short person does not see a swann of locusts which is afar.
training_tagged,"to look out for, watch from a distance"
training_tagged,to be visible from far
training_tagged,"to sit and beg for food or drink, sponge"
training_tagged,look for someone to help you wi th tightening the strings of the drum
training_tagged,"to give to a beggar, slacken, loosen, unstring (bow)"
training_tagged,to shine (afte r oiling)
training_tagged,it was Matama who helped her fetch water
training_tagged,"to accuse secretly, ( report)"
training_tagged,a grindstone is fixed by a person who has ever fixed it.
training_tagged,to remove com after grinding
training_tagged,"to catch rain water, tap"
training_tagged,"to pay as compensation, pay a fine"
training_tagged,pay for what one has/had not done
training_tagged,here is the money that has been paid by the bridegroom.
training_tagged,to pay fine for another
training_tagged,to live one do the work all by himself
training_tagged,"to rule, reign over others"
training_tagged,he/she who has never been ruled over by a king never apprecia
training_tagged,"to comfort, soothe (a child)"
training_tagged,child is comforted by its grandmot her.
training_tagged,"to be heavy, difficult, burdensome"
training_tagged,a person should never refuse to give back something that does not belong to him/her
training_tagged,"to place over as a ruler, puzzle"
training_tagged,the sun is about to set
training_tagged,"to try, test, prove, measu re, bewitch"
training_tagged,"to suppose, guess, recollect, think of how, consider"
training_tagged,"to lie with head lower than feet, be lost to sight, disappear over brow of hill"
training_tagged,"10 put on a slope, lake oul of sight"
training_tagged,to see something which is far away
training_tagged,"to prove with, use for measuring"
training_tagged,to empty o ut anything measured
training_tagged,the witchcraft spells which had been cas t on her were exorcised by Bulimarwa.
training_tagged,"to crack, split, slit, cu t"
training_tagged,"to bring up, rear, nurse (child)"
training_tagged,"to be fond of (opposite sex), fall in love with"
training_tagged,he/she was loved by both young and old.
training_tagged,"to clean very thoroughly, finish off with great care, smoothen, be elaborate"
training_tagged,the pot ba s already been form ed what is left is a thorough clearung/smoothening.
training_tagged,"to be eaten, be edible"
training_tagged,"to play, frolic, spar, wrestle"
training_tagged,"to share, be partners v"
training_tagged,"to encroach, spread (as sore)"
training_tagged,"eat all the food, be greedy"
training_tagged,"nip, pinch (rowld the wrist)"
training_tagged,he has gone to graze over there at Kayanja
training_tagged,"his/her cows are herded by a hired shepherd. Liiso likooto,n., (pl. nil), Creator."
training_tagged,"set a trap for zebras, etc"
training_tagged,a zebra is trapped with a lasso by a hunter who knows all about zebras.
training_tagged,"to cover up, protect (milk vessels)"
training_tagged,the dead man was discovered by the dogs.
training_tagged,"to take care of, guard, wait for, v"
training_tagged,the mouth of a cow is protected by God.
training_tagged,many people wept over him/her.
training_tagged,it bas rained for three days but it has not yet made the soil soft.
training_tagged,to fis h with hook and line
training_tagged,"to be dirty, be slovenly"
training_tagged,"to bewitch, charm, cast evi l spell"
training_tagged,"the cbann they used to bewitch him/her, came from a foreign country"
training_tagged,he/she was charmed by his/he
training_tagged,"to remove a spell, exorcise"
training_tagged,"to bring forth new leaves, sprout, begin rongoora to grow (grey hair)"
training_tagged,the trees he/sh planted have started to bring forth ne leaves
training_tagged,"to gaze al, oversee, look after, be opposite"
training_tagged,"zifa, cattle without someone to look alter them get sick and die."
training_tagged,"to give a present in return, remunerate, recompense"
training_tagged,a person is 334 rongoya rorangana remunerated when he/she takes food to a friend as a present.
training_tagged,the pair of trousers is loose fitting for him.
training_tagged,"be roota, ku-, oku-, v"
training_tagged,ldreamt that you were dead
training_tagged,"to follow a trail (hunter), track"
training_tagged,to pulsate (as throat of frog)
training_tagged,to be up to the full amount
training_tagged,"to compare, scrutinize two or three things before selecting"
training_tagged,to interpret or tell a dream
training_tagged,cocks crowed while l was awake
training_tagged,he/she does not want to look at me
training_tagged,a child cried for bread
training_tagged,hit on bead with stick and break skin
training_tagged,"to tramp (of many people), go very quickly, walk to and fro"
training_tagged,be/she is in the house walking to and fro.
training_tagged,"seam, a cut on body with stitches removed from it"
training_tagged,little 336 rubiga rucuro bank of earth dividing garden plots
training_tagged,"naga or., finish a piece of work. rubindi, o-, 11. cl. l 1, (pl. -mindi, e-)"
training_tagged,"in turns. rububa, o-, 11. cl. 11, (pl. -mbuba, e-)"
training_tagged,"lannounce the readiness of the meal, Sir."
training_tagged,hair of pubes (at the age of 13-16)
training_tagged,reserve of strength (ol d people)
training_tagged,he/she is too old 337 rucuuhya rugembo to be strong.
training_tagged,name given to a great thief
training_tagged,"that is a great thief. rucwamba, o-, 11. cl. II,(pl. same)"
training_tagged,draw a trail round prey (in hunting).
training_tagged,"to go out, come from doing something, come from"
training_tagged,"from now onwards, for the future"
training_tagged,"all the famous chiefs pay homage at Karuziika, the front of the King,s palace."
training_tagged,title given to the creator and to the Kings of Bunyoro-K
training_tagged,"the bag of the stomach, maw"
